cost,description,maintanance_company,repairment_company,work_type,year,street_name_geocode,Latitude,Longitude,id,worktype_grouped
3124030000,Капітальний ремонт вул. Оболоня,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяОболоня",49.5421117,25.5954031,602,Ремонт доріг і тротуарів
3354160000,Капітальний ремонт  дороги по вул. Шептицького,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяШептицького",49.5252014,25.5820997,603,Ремонт доріг і тротуарів
938480000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул. Пушкіна,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяПушкіна",49.5615645,25.6314819,604,Ремонт доріг і тротуарів
3017230000,Капітальний ремонт вул. Текстильна (І черга),,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2014,"Україна, Тернопіль, вулицяТекстильна",49.5729464,25.6177875,605,Ремонт доріг і тротуарів
2333420000,Капітальний ремонт  вул. Текстильна (черга І),,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вул. Текстильна",49.5729464,25.6177875,606,Ремонт доріг і тротуарів
898150000,Капітальний ремонт – заміна верхнього шару дорожнього покриття перехрестя  вул. Танцорова та вул. Паращука,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяТанцоровавулицяПаращука  Паращука",49.5489715,25.5866445,607,Ремонт доріг і тротуарів
1836490000,Капітальний ремонт  вул. Оболоня,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяОболоня",49.5421117,25.5954031,608,Ремонт доріг і тротуарів
764910000,Капітальний ремонт – заміна верхнього шару дорожнього покриття по вул. Танцорова,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяТанцорова",49.5489367,25.5874334,609,Ремонт доріг і тротуарів
226790000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул. Дружби,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяДружби",49.5475312,25.5744276,610,Ремонт доріг і тротуарів
956270000,Капітальний ремонт дороги – заміна верхнього шару дорожнього одягу вул. Шпитальної,,ПАТ Тернопільський комбінат по будівництву шляхово-будівельних матеріалів,Ремонт дороги,2015,"Україна, Тернопіль, вулицяШпитальна",49.5479838,25.6004108,611,Ремонт доріг і тротуарів
875380000,Капітальний ремонт  заїзду на територію медичної швидкої допомоги та заміна покриття тротуару фігурними елементами мощення  вул. Шпитальна,,ТОВ «ТОМ – Інвест буд»,Ремонт дороги,2015,"Україна, Тернопіль, вулиця Пирогова, 7вулицяШпитальна  Шпитальна   ",49.54837,25.6005627,612,Ремонт доріг і тротуарів
3789610000,Капітальний ремонт  вул. Живова,,ТМШРБП «Міськшляхрембуд»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяЖивова",49.5454603,25.5937234,613,Ремонт доріг і тротуарів
4368330000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул. Тролейбусна,,ТзОВ  «Техно-Буд-Центр»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяТролейбусна",49.5457749,25.5530934,614,Ремонт доріг і тротуарів
1159220000,Капітальний ремонт – заміна верхнього шару дорожнього одягу вул. Шота Руставеллі,,СБУ «Спецбуд» ТОВ «Тернопільбуд»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяШота Руставелі",49.5623048,25.6066573,615,Ремонт доріг і тротуарів
418190000,Капітальний ремонт – заміна верхнього шару дорожнього одягу   ділянки вул.Бродівської,,ТзОВ «Волинська мостобудівельна компанія»,Ремонт дороги,2015,"Україна, Тернопіль, вулицяБродівська",49.5698898,25.5909998,616,Ремонт доріг і тротуарів
